,date,A036570,A078340,A112040,A181710,A192080,A194480,A251270,A259960,A263750,A293490,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액,sma5,sma20,sma100,sma200
951,2022-06-23,418500,69400,53300,28200,36600,41550,69600,264500.0,50500,46700.0,868.73,1.07,0.12,868.16,892.5,855.17,6998.0,484190.0,40000000.0,875.9799999999999,931.2715000000001,1047.9332000000002,1256.8258500000002
952,2022-06-24,435000,74900,58500,28850,38600,44350,72800,273500.0,53900,49400.0,907.19,38.46,4.43,878.76,910.65,877.46,4852.0,344812.0,41800000.0,880.8100000000001,928.9615,1044.78,1253.9517
953,2022-06-27,417500,73800,57600,29000,38800,44400,71600,266000.0,53900,51700.0,887.48,-19.71,-2.17,913.99,914.88,886.9,3487.0,278899.0,41100000.0,885.5620000000001,925.6464999999998,1041.5779,1250.9698999999998
954,2022-06-28,398500,74000,60500,29500,39200,43500,72200,260000.0,53700,51300.0,872.27,-15.21,-1.71,886.16,890.44,864.8,2595.0,269220.0,40500000.0,880.6659999999999,921.6715,1038.8828,1248.02205
955,2022-06-29,388500,73400,59400,29950,38750,43550,70300,238000.0,52600,49650.0,836.59,-35.68,-4.09,861.13,861.55,836.25,3503.0,321618.0,38800000.0,874.452,914.884,1035.7026,1244.9464
956,2022-06-30,349500,71700,57700,27950,38400,42950,68900,219000.0,51100,49150.0,785.73,-50.86,-6.08,835.75,835.9,785.73,3049.0,371515.0,36600000.0,857.8520000000001,905.3359999999999,1032.2848,1241.54945
957,2022-07-01,350000,71200,59100,29050,38550,41050,67400,215500.0,49250,48350.0,776.99,-8.74,-1.11,796.74,802.61,768.64,2967.0,254787.0,36200000.0,831.8120000000001,896.3460000000001,1028.3872000000001,1238.20165
958,2022-07-04,354500,70000,52200,28350,38550,39950,68200,222500.0,50500,46700.0,783.94,6.95,0.89,780.45,792.13,770.28,3502.0,245058.0,36400000.0,811.104,887.559,1024.4148,1234.9791
959,2022-07-05,362500,74600,55700,29550,41800,43550,68900,226000.0,51900,49300.0,802.92,18.98,2.42,792.28,811.4,786.95,2831.0,216382.0,37400000.0,797.234,879.717,1020.5791,1232.01085
960,2022-07-06,360500,73700,56700,28600,41600,42250,68200,234000.0,51800,49450.0,807.01,4.09,0.51,796.35,825.24,792.18,2735.0,237112.0,37700000.0,791.318,871.067,1016.8214,1229.11995
961,2022-07-07,376000,73800,58700,27000,41850,44150,69000,240500.0,52300,49700.0,826.61,19.6,2.43,814.51,830.44,814.0,2163.0,178052.0,38500000.0,799.494,862.9514999999999,1013.4202,1226.44095
962,2022-07-08,373500,75100,59100,27650,40900,45000,68700,237000.0,52600,49000.0,821.13,-5.48,-0.66,830.76,833.83,820.93,2015.0,152313.0,38200000.0,808.3219999999999,854.9905000000001,1010.5237000000001,1223.7638
963,2022-07-11,363500,75900,58600,28350,40600,44500,67800,239500.0,51500,48950.0,813.83,-7.3,-0.89,820.26,825.06,806.84,1907.0,141983.0,38000000.0,814.3,849.2119999999999,1007.5853,1220.862
964,2022-07-12,358000,73500,57400,28200,39100,42800,67200,237000.0,49850,49350.0,803.43,-10.4,-1.28,808.95,813.49,798.46,1735.0,129374.0,37500000.0,814.4019999999999,843.5540000000001,1004.5013,1217.8496499999999
965,2022-07-13,366500,73100,60900,27500,40500,47200,69000,242500.0,51800,50500.0,824.3,20.87,2.6,807.73,828.03,803.99,2706.0,181109.0,38500000.0,817.86,840.2615,1001.4838000000001,1215.00415
966,2022-07-14,367500,74100,61700,29250,41000,48200,68300,245000.0,52500,51500.0,828.82,4.52,0.55,817.02,840.58,813.97,2321.0,186123.0,38800000.0,818.3019999999999,837.9069999999999,998.6355,1212.1304
967,2022-07-15,363500,71900,60000,28450,39850,46000,68400,235500.0,51800,49400.0,812.29,-16.53,-1.99,833.87,834.8,808.65,2064.0,154740.0,37900000.0,816.534,834.3695,995.6401000000001,1209.1765
968,2022-07-18,367500,75600,60800,28600,40650,46750,68700,238500.0,52500,50100.0,821.46,9.17,1.13,818.29,824.6,811.61,1396.0,109101.0,38400000.0,818.06,832.2565000000001,992.7567,1206.2635
969,2022-07-19,367500,75000,61600,27950,41000,46450,70400,235000.0,52600,50900.0,823.55,2.09,0.25,821.11,830.34,816.34,1336.0,113180.0,38400000.0,822.0840000000001,828.5965,990.1073,1203.3839500000001
970,2022-07-20,372000,75800,63200,27650,41600,47100,70200,247500.0,52700,51500.0,839.62,16.07,1.95,836.47,858.12,833.3,2683.0,256380.0,39200000.0,825.1479999999999,827.1945,987.4065999999999,1200.6694
971,2022-07-21,376000,77200,63600,28150,41300,49200,70900,258500.0,53300,51600.0,856.27,16.65,1.98,836.62,863.19,836.52,2400.0,232397.0,40000000.0,830.6380000000001,826.5715,985.1600999999999,1198.098
972,2022-07-22,373500,76100,60700,28050,41250,47350,69900,258000.0,52100,49850.0,846.62,-9.65,-1.13,855.14,864.36,846.62,2076.0,169009.0,39500000.0,837.5040000000001,823.543,982.6906,1195.36515
973,2022-07-25,370000,76100,61700,27950,41100,47550,71800,256000.0,53000,49300.0,848.23,1.61,0.19,845.14,852.91,834.34,2249.0,169214.0,39600000.0,842.858,821.5805,980.1314,1192.7040000000002
974,2022-07-26,369500,75300,61700,28050,41500,47650,71200,257000.0,52000,50400.0,847.52,-0.71,-0.08,847.86,851.28,841.61,1864.0,142260.0,39600000.0,847.652,820.3430000000001,977.3389,1190.2587999999998
975,2022-07-27,362500,74300,57300,27400,41300,51200,70700,241000.0,51100,49650.0,822.94,-24.58,-2.9,845.55,846.14,822.66,3100.0,244807.0,38300000.0,844.316,819.6605,974.1891,1187.6961999999999
976,2022-07-28,364500,74300,58200,27150,41100,52000,69600,244500.0,51700,49900.0,825.81,2.87,0.35,834.39,843.18,820.76,2079.0,165803.0,38500000.0,838.2239999999999,821.6645000000001,971.5201999999999,1184.89195
977,2022-07-29,372500,76700,59300,27300,42250,49100,72100,233500.0,53300,50700.0,830.09,4.28,0.52,831.75,841.05,813.38,2904.0,309969.0,38600000.0,834.918,824.3195,969.1242,1182.13545
978,2022-08-01,373000,77100,58900,27450,41700,45900,69900,243000.0,52700,50700.0,832.24,2.15,0.26,824.71,833.34,818.23,1660.0,146649.0,38800000.0,831.72,826.7344999999999,966.6142,1179.4708
979,2022-08-02,366500,75700,57200,27250,40350,44600,67200,242000.0,52400,50800.0,817.92,-14.32,-1.72,826.21,828.77,815.31,1701.0,133870.0,38200000.0,825.8,827.4844999999999,963.5112999999999,1176.662
980,2022-08-03,380500,81900,59800,27800,41150,45300,68600,252000.0,57400,57900.0,854.92,37.0,4.52,821.51,858.7,819.68,9737.0,643987.0,40300000.0,832.1959999999999,829.8800000000001,960.7808,1173.9604000000002
981,2022-08-04,385500,84800,74900,28900,42300,47250,71600,263000.0,59200,58100.0,887.5,32.58,3.81,866.04,891.9,865.1,11385.0,844579.0,41900000.0,844.534,832.9245000000001,958.5790000000001,1171.3995
982,2022-08-05,387500,83600,75200,28700,41950,46050,71900,257500.0,59700,57500.0,883.58,-3.92,-0.44,890.61,896.06,877.8,5189.0,399978.0,41700000.0,855.232,836.0469999999999,956.3718999999999,1168.8031999999998
983,2022-08-08,388500,84200,72000,28650,41850,45450,71500,260000.0,61000,57200.0,884.76,1.18,0.13,876.79,886.85,870.8,2500.0,193538.0,41700000.0,865.7360000000001,839.5935,954.0741,1165.93625
984,2022-08-09,412000,84100,72500,29150,42000,45600,73500,263000.0,61300,58800.0,910.36,25.6,2.89,884.91,914.54,882.33,4332.0,393734.0,42800000.0,884.2239999999999,844.9399999999999,951.7319,1163.2857999999999
985,2022-08-10,393500,81500,69700,28800,39050,44100,70500,253000.0,60600,56800.0,875.2,-35.16,-3.86,907.55,911.12,874.68,2701.0,241239.0,41200000.0,888.28,847.485,948.9076,1160.3310000000001
